Year,Dog_name,Breed,Gender,Suburb
2011,"SUMMER","GREAT DANE","FEMALE","NORTH ADELAIDE"
2011,"SUSIE BUBBA","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2011,"SWEETIE","POODLE TOY","FEMALE","NORTH ADELAIDE"
2011,"SWEETY","POODLE TOY","DESEXED FEMALE","ADELAIDE"
2011,"SWEETY","POODLE TOY","DESEXED FEMALE","NORTH ADELAIDE"
2011,"SYBIL","DACHSHUND (MINITURE)","DESEXED FEMALE","NORTH ADELAIDE"
2011,"SYDNEY","SOFT COATED WHEATON TERRIER","MALE","NORTH ADELAIDE"
2011,"TACO","CHIHUAHUA","DESEXED MALE","ADELAIDE"
2011,"TED","POMERANIAN","DESEXED MALE","NORTH ADELAIDE"
2011,"TERRY","TERRIER - UNKNOWN","DESEXED MALE","ADELAIDE"
2011,"TERRY","TERRIER - UNKNOWN","DESEXED MALE","NORTH ADELAIDE"
2011,"TESLA","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"TESS","POODLE MINATURE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"TESSA","JACK RUSSELL TERRIER","FEMALE","ADELAIDE"
2011,"TIFFANY","SHIH TZU CROSS","FEMALE","NORTH ADELAIDE"
2011,"TIGER","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2011,"TINKERBELL","MALTESE CROSS","FEMALE","ADELAIDE"
2011,"TOBY","WELSH CORGI CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"TOMMY","TERRIER - UNKNOWN","DESEXED MALE","ADELAIDE"
2011,"TOMMY","TERRIER - UNKNOWN","DESEXED MALE","NORTH ADELAIDE"
2011,"TRIGG","COCKER SPANIEL CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"TRIX","LABRADOR RETRIEVER","DESEXED FEMALE","NORTH ADELAIDE"
2011,"TWINKLES","WEST HIGHLAND WHITE TERRIER","FEMALE","NORTH ADELAIDE"
2011,"WALLY","MALTESE CROSS","MALE","NORTH ADELAIDE"
2011,"WALTER","BORDER TERRIER","DESEXED MALE","ADELAIDE"
2011,"WILMA","FOX TERRIER CROSS","DESEXED FEMALE","ADELAIDE"
2011,"WILMA","FOX TERRIER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"WINNIE","BORDER COLLIE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"WINNIE","FOX TERRIER WIRE","FEMALE","NORTH ADELAIDE"
2011,"WINNIE BERGGREN","CAVALIER KING CHARLES SPANIEL CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"WINSTON","CAVALIER KING CHARLES SPANIEL","MALE","ADELAIDE"
2011,"WINSTON","CAVALIER KING CHARLES SPANIEL","MALE","NORTH ADELAIDE"
2011,"WOODY","MALTESE CROSS","DESEXED MALE","ADELAIDE"
2011,"YOGI","SHIH TZU","DESEXED MALE","NORTH ADELAIDE"
2011,"ZAC","MALTESE CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"ZELLA","ROTTWEILER","DESEXED FEMALE","NORTH ADELAIDE"
2011,"ZEP","CAVALIER KING CHARLES SPANIEL","MALE","NORTH ADELAIDE"
2011,"ZEUS","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2011,"ZOE","POODLE MINIATURE","DESEXED FEMALE","NORTH ADELAIDE"
2011,"ZOE","GERMAN SHEPHERD DOG","DESEXED FEMALE","NORTH ADELAIDE"
2011,"ZSA ZSA","CAVALIER KING CHARLES SPANIEL","FEMALE","ADELAIDE"
2011,"ZSA ZSA","CAVALIER KING CHARLES SPANIEL","FEMALE","NORTH ADELAIDE"
2012,"ABBY","POODLE MINIATURE","DESEXED FEMALE","ADELAIDE"
2012,"ACE","ENGLISH TOY TERRIER","DESEXED MALE","ADELAIDE"
2012,"AISHA","POODLE MINATURE CROSS","DESEXED FEMALE","ADELAIDE"
2012,"ALBERT","SHIH TZU CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"ALFIE","BICHON FRISE","MALE","NORTH ADELAIDE"
2012,"ALFIE","JACK RUSSELL TERRIER","DESEXED MALE","NORTH ADELAIDE"
2012,"ALICE","FOX TERRIER WIRE","DESEXED FEMALE","NORTH ADELAIDE"
2012,"ANGEL","FOX TERRIER (SMOOTH)","FEMALE","NORTH ADELAIDE"
2012,"ANGUS","PUG CROSS","MALE","ADELAIDE"
2012,"ARABELLA","LABRADOR RETRIEVER","DESEXED FEMALE","NORTH ADELAIDE"
2012,"ARCHIBALD","GERMAN SHEPHERD DOG CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"Archie","AIREDALE TERRIER","MALE","NORTH ADELAIDE"
2012,"ARCHIE","SCHNAUZER CROSS","MALE","NORTH ADELAIDE"
2012,"ARCHIE","CHIHUAHUA CROSS","MALE","NORTH ADELAIDE"
2012,"ARCHIE","PUG","MALE","NORTH ADELAIDE"
2012,"ARCHIE","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2012,"ARNIE","STAFFORDSHIRE BULL TERRIER","DESEXED MALE","NORTH ADELAIDE"
2012,"ARTIE","TERRIER - UNKNOWN","DESEXED MALE","ADELAIDE"
2012,"ASTRO","WHIPPET","DESEXED MALE","NORTH ADELAIDE"
2012,"Augie","DACHSHUND (MINITURE)","MALE","ADELAIDE"
2012,"BABY","POODLE STANDARD CROSS","MALE","NORTH ADELAIDE"
2012,"BACCHUS","POODLE TOY","DESEXED MALE","ADELAIDE"
2012,"BACCHUS","POODLE TOY","DESEXED MALE","NORTH ADELAIDE"
2012,"BAILY","MALTESE CROSS","MALE","NORTH ADELAIDE"
2012,"BANDIT","PAPILLON","MALE","ADELAIDE"
2012,"BASIL","MALTESE CROSS","MALE","NORTH ADELAIDE"
2012,"BEAR","GERMAN SHEPHERD DOG","DESEXED MALE","NORTH ADELAIDE"
2012,"BELLA","KING CHARLES SPANIEL","DESEXED FEMALE","NORTH ADELAIDE"
2012,"BELLA","SHIH TZU CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"BELLA","GREAT DANE","FEMALE","NORTH ADELAIDE"
2012,"BELLA","KING CHARLES SPANIEL","DESEXED FEMALE","NORTH ADELAIDE"
2012,"BELLA","SCHNAUZER","DESEXED FEMALE","ADELAIDE"
2012,"BELLA","GOLDEN RETRIEVER","DESEXED FEMALE","ADELAIDE"
2012,"BELLA","COCKER SPANIEL CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"BELLA","SKYE TERRIER","FEMALE","ADELAIDE"
2012,"BELLE","BREED UNKNOWN","FEMALE","NORTH ADELAIDE"
2012,"BERRY","WELSH CORGIE PEMBROKE","MALE","ADELAIDE"
2012,"BERRY","WELSH CORGIE PEMBROKE","MALE","NORTH ADELAIDE"
2012,"BERRY","WELSH CORGIE PEMBROKE","MALE","ADELAIDE"
2012,"BERRY","WELSH CORGIE PEMBROKE","MALE","NORTH ADELAIDE"
2012,"BERTIE","SCHNAUZER MINIATURE","DESEXED MALE","NORTH ADELAIDE"
2012,"BERTIE","BICHON FRISE","DESEXED MALE","ADELAIDE"
2012,"BETTY","BEAGLE","DESEXED FEMALE","NORTH ADELAIDE"
2012,"BETTY","GREYHOUND","DESEXED FEMALE","ADELAIDE"
2012,"BETTY","GREYHOUND","DESEXED FEMALE","NORTH ADELAIDE"
2012,"BIANCA","FOX TERRIER (SMOOTH)","FEMALE","NORTH ADELAIDE"
2012,"BIGGLES MUDGE","SCHNAUZER MINIATURE","MALE","ADELAIDE"
2012,"BILLIE","STAFFORDSHIRE BULL TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2012,"BILLIE","MALTESE CROSS","FEMALE","ADELAIDE"
2012,"BISCUIT","WHIPPET","DESEXED FEMALE","NORTH ADELAIDE"
2012,"BLACKIE","POMERANIAN","MALE","NORTH ADELAIDE"
2012,"BLUSH","CAVALIER KING CHARLES SPANIEL","DESEXED FEMALE","NORTH ADELAIDE"
2012,"BOB","POODLE MINATURE CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"BOBBY","BICHON FRISE CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"BOBBY","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2012,"BOBEK","BOSTON TERRIER","DESEXED MALE","ADELAIDE"
2012,"BODHI JODOCUS","LABRADOR RETRIEVER","DESEXED MALE","ADELAIDE"
2012,"BODRI","FOX TERRIER (SMOOTH)","MALE","ADELAIDE"
2012,"BOGART","BOXER","MALE","NORTH ADELAIDE"
2012,"BOO","STAFFORDSHIRE BULL TERRIER CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"BOSCHK","SCHNAUZER","DESEXED MALE","NORTH ADELAIDE"
2012,"BOSCO","MANCHESTER TERRIER","MALE","ADELAIDE"
2012,"BRIDGET","LABRADOR RETRIEVER CROSS","FEMALE","NORTH ADELAIDE"
2012,"BRIDIE","BEAGLE","DESEXED FEMALE","NORTH ADELAIDE"
2012,"BROOKLYN","YORKSHIRE TERRIER","FEMALE","ADELAIDE"
2012,"BROOKLYN","YORKSHIRE TERRIER","FEMALE","NORTH ADELAIDE"
2012,"BUBBLES","CHIHUAHUA","FEMALE","NORTH ADELAIDE"
2012,"BUCKLEY","STAFFORDSHIRE BULL TERRIER CROSS","MALE","NORTH ADELAIDE"
2012,"BUDDY","CAIRN TERRIER","MALE","NORTH ADELAIDE"
2012,"BUDDY","MALTESE CROSS","DESEXED MALE","ADELAIDE"
2012,"BUDDY","MALTESE CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"BUFFY","BOXER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"BUFFY","MALTESE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"BUSTER","BEAGLE","DESEXED MALE","ADELAIDE"
2012,"BUSTER","GOLDEN RETRIEVER","DESEXED MALE","NORTH ADELAIDE"
2012,"BUTTONS","COCKER SPANIEL","DESEXED MALE","NORTH ADELAIDE"
2012,"CALLIE","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"CALLY","MALTESE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"CALVIN","MALTESE CROSS","DESEXED MALE","ADELAIDE"
2012,"CASANOVA","FRENCH BULLDOG","DESEXED MALE","ADELAIDE"
2012,"CASPER","TERRIER - UNKNOWN","MALE","NORTH ADELAIDE"
2012,"CASSIE","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"CASTRO","AUSTRALIAN CATTLE DOG","MALE","NORTH ADELAIDE"
2012,"CELESTE","FOX TERRIER (SMOOTH)","FEMALE","NORTH ADELAIDE"
2012,"CHARLIE","BEAGLE","DESEXED MALE","ADELAIDE"
2012,"CHARLIE","LAGOTTO ROMAGNOLO","DESEXED MALE","ADELAIDE"
2012,"CHARLIE","SHIH TZU","DESEXED FEMALE","ADELAIDE"
2012,"CHARLIE","WELSH CORGIE CARDIGAN","FEMALE","NORTH ADELAIDE"
2012,"CHARLIE","BEAGLE","DESEXED MALE","ADELAIDE"
2012,"CHARLIE","CAVALIER KING CHARLES SPANIEL","DESEXED MALE","NORTH ADELAIDE"
2012,"CHARLIE","POODLE MINIATURE","DESEXED MALE","ADELAIDE"
2012,"CHARLIE","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2012,"CHARLIE","WELSH CORGIE PEMBROKE","MALE","NORTH ADELAIDE"
2012,"CHARLIE","MALTESE CROSS","MALE","NORTH ADELAIDE"
2012,"CHARLIE GIRL","SCHNAUZER MINIATURE","DESEXED FEMALE","NORTH ADELAIDE"
2012,"CHARLIOTTE","BERNESE MOUNTAIN DOG","DESEXED FEMALE","NORTH ADELAIDE"
2012,"CHI CHI","SHIH TZU","MALE","ADELAIDE"
2012,"CHICO","BOSTON TERRIER","FEMALE","ADELAIDE"
2012,"CHICO","BOSTON TERRIER","FEMALE","NORTH ADELAIDE"
2012,"CHLOE","JACK RUSSELL TERRIER CROSS","DESEXED FEMALE","ADELAIDE"
2012,"CHOCO","POODLE TOY","FEMALE","ADELAIDE"
2012,"CLAIRE","CAVALIER KING CHARLES SPANIEL","FEMALE","NORTH ADELAIDE"
2012,"Cleo","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"CLEO","MALTESE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"CLOUD","MALTESE","FEMALE","ADELAIDE"
2012,"COBY","BORDER COLLIE CROSS","MALE","NORTH ADELAIDE"
2012,"COCO","FOX TERRIER (SMOOTH)","DESEXED FEMALE","NORTH ADELAIDE"
2012,"COCO","POODLE MINATURE CROSS","DESEXED FEMALE","ADELAIDE"
2012,"CODY","ALASKAN MALAMUTE","DESEXED FEMALE","NORTH ADELAIDE"
2012,"COMET","GREYHOUND","DESEXED MALE","NORTH ADELAIDE"
2012,"COOPER","COCKER SPANIEL","DESEXED MALE","ADELAIDE"
2012,"COOPER","STAFFORDSHIRE BULL TERRIER","MALE","NORTH ADELAIDE"
2012,"COOPER","JACK RUSSELL TERRIER CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"COW BOY","BOSTON TERRIER","MALE","ADELAIDE"
2012,"CRUMPET","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2012,"CUSCO","BULLMASTIFF","DESEXED FEMALE","ADELAIDE"
2012,"DAISY","LABRADOR RETRIEVER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"DAISY","BORDER COLLIE","DESEXED FEMALE","NORTH ADELAIDE"
2012,"DAISY","FOX TERRIER (SMOOTH)","DESEXED FEMALE","ADELAIDE"
2012,"DAISY","POODLE MINIATURE","FEMALE","NORTH ADELAIDE"
2012,"DARLA","CROSS BREED UNKNOWN","DESEXED FEMALE","ADELAIDE"
2012,"DD","KING CHARLES SPANIEL","DESEXED FEMALE","ADELAIDE"
2012,"DEEFA","FOX TERRIER (SMOOTH)","DESEXED FEMALE","ADELAIDE"
2012,"DEKSTAR","AUSTRALIAN KELPIE CROSS","DESEXED MALE","ADELAIDE"
2012,"DEPUTY","GERMAN SHEPHERD DOG","MALE","NORTH ADELAIDE"
2012,"DEXTER KING","AUSTRALIAN CATTLE DOG","DESEXED MALE","NORTH ADELAIDE"
2012,"DIEGO","AMERICAN STAFFORDSHIRE TERRIER","DESEXED MALE","NORTH ADELAIDE"
2012,"DIZZIE","JACK RUSSELL TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2012,"DOTTI","CROSS BREED UNKNOWN","DESEXED FEMALE","ADELAIDE"
2012,"DOUGAL","BEARDED COLLIE","DESEXED MALE","NORTH ADELAIDE"
2012,"DOUGAL","CAIRN TERRIER","MALE","ADELAIDE"
2012,"DOZER","GREAT DANE","MALE","ADELAIDE"
2012,"DUDLEY","COCKER SPANIEL CROSS","DESEXED MALE","ADELAIDE"
2012,"DUDLEY","DALMATION","MALE","NORTH ADELAIDE"
2012,"EDDIE","FOX TERRIER CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"EDDIE","SCOTTISH TERRIER","MALE","NORTH ADELAIDE"
2012,"ELI CASH","GREYHOUND","MALE","NORTH ADELAIDE"
2012,"ELLA","COLLIE (SMOOTH)","DESEXED FEMALE","NORTH ADELAIDE"
2012,"ELLA","AUSTRALIAN CATTLE DOG","DESEXED FEMALE","ADELAIDE"
2012,"ELLA","AUSTRALIAN CATTLE DOG","DESEXED FEMALE","NORTH ADELAIDE"
2012,"ELLA","AUSTRALIAN CATTLE DOG","DESEXED FEMALE","NORTH ADELAIDE"
2012,"ELLA","YORKSHIRE TERRIER CROSS","FEMALE","NORTH ADELAIDE"
2012,"ELLA","AUSTRALIAN SILKY TERRIER","FEMALE","ADELAIDE"
2012,"EMERALD","AUSTRALIAN KELPIE","FEMALE","ADELAIDE"
2012,"EMILIO","BICHON FRISE","DESEXED MALE","NORTH ADELAIDE"
2012,"EMMA","AUST CATTLE DOG CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"ETOSHA","GREAT DANE","FEMALE","NORTH ADELAIDE"
2012,"EVA","SCHNAUZER","FEMALE","ADELAIDE"
2012,"EVIE","CAVALIER KING CHARLES SPANIEL","FEMALE","NORTH ADELAIDE"
2012,"FERDINAND","AUST CATTLE DOG CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"FERGUS","MALTESE CROSS","DESEXED MALE","ADELAIDE"
2012,"FIDEL","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2012,"FIGGY","JACK RUSSELL TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2012,"FINN","IRISH TERRIER","MALE","NORTH ADELAIDE"
2012,"FIZZ","COCKER SPANIEL CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"FLASH","POODLE STANDARD CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"FLOYD","MALTESE CROSS","MALE","NORTH ADELAIDE"
2012,"FLUFFY","SCHNAUZER CROSS","MALE","ADELAIDE"
2012,"FRANK","BOSTON TERRIER","DESEXED MALE","ADELAIDE"
2012,"FRECKLES","DALMATION","DESEXED FEMALE","NORTH ADELAIDE"
2012,"FRED","FOX TERRIER CROSS","DESEXED MALE","ADELAIDE"
2012,"FRED","FOX TERRIER CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"GABBY","LABRADOR RETRIEVER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"GENIE","WELSH CORGIE PEMBROKE","DESEXED FEMALE","NORTH ADELAIDE"
2012,"GEORGE","SCHNAUZER MINIATURE","DESEXED MALE","NORTH ADELAIDE"
2012,"GEORGIA","DACHSHUND","DESEXED FEMALE","ADELAIDE"
2012,"GEORGIE","POODLE TOY","FEMALE","NORTH ADELAIDE"
2012,"GEORGIO","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2012,"GINGER","TERRIER - UNKNOWN","DESEXED FEMALE","ADELAIDE"
2012,"GINGER","TERRIER - UNKNOWN","DESEXED FEMALE","NORTH ADELAIDE"
2012,"GORDON","RHODESIAN RIDGEBACK","DESEXED MALE","ADELAIDE"
2012,"GOSSIP","BOSTON TERRIER","FEMALE","ADELAIDE"
2012,"GRACE","WHIPPET","DESEXED FEMALE","NORTH ADELAIDE"
2012,"GRACE","JACK RUSSELL TERRIER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"GRACE","POODLE TOY CROSS","DESEXED FEMALE","ADELAIDE"
2012,"GRACE","POODLE TOY CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"GRUMPY","GREYHOUND","DESEXED MALE","ADELAIDE"
2012,"GRUMPY","GREYHOUND","DESEXED MALE","NORTH ADELAIDE"
2012,"GUCCI","MALTESE CROSS","MALE","ADELAIDE"
2012,"GUCCI","MALTESE CROSS","MALE","NORTH ADELAIDE"
2012,"GUS","LABRADOR RETRIEVER","DESEXED MALE","NORTH ADELAIDE"
2012,"GUS","WEST HIGHLAND WHITE TERRIER CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"GUSTAVO","WEIMERANER","DESEXED MALE","NORTH ADELAIDE"
2012,"GWYNETH","JACK RUSSELL TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2012,"GYPSY","CHIHUAHUA","DESEXED FEMALE","ADELAIDE"
2012,"GYPSY","POMERANIAN","FEMALE","NORTH ADELAIDE"
2012,"HARDY","CAIRN TERRIER","DESEXED MALE","NORTH ADELAIDE"
2012,"Harry","POODLE TOY","DESEXED MALE","ADELAIDE"
2012,"HARRY","DACHSHUND","MALE","ADELAIDE"
2012,"HARRY","SAMOYED CROSS","DESEXED MALE","ADELAIDE"
2012,"HECTOR","BORDER TERRIER","DESEXED MALE","ADELAIDE"
2012,"HEIDI","YORKSHIRE TERRIER","DESEXED FEMALE","ADELAIDE"
2012,"HENRY","LHASA APSO","MALE","NORTH ADELAIDE"
2012,"HENRY","CAVALIER KING CHARLES SPANIEL","DESEXED FEMALE","NORTH ADELAIDE"
2012,"HERBIE","LABRADOR RETRIEVER","DESEXED MALE","ADELAIDE"
2012,"HETTY","DACHSHUND","DESEXED FEMALE","NORTH ADELAIDE"
2012,"HILLY","BORDER COLLIE CROSS","DESEXED FEMALE","ADELAIDE"
2012,"HILLY","BORDER COLLIE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"HOLLY","LABRADOR RETRIEVER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"HOLLY","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2012,"HONEY","LABRADOR RETRIEVER","DESEXED FEMALE","NORTH ADELAIDE"
2012,"HONEY","SHETLAND SHEEP DOG","DESEXED FEMALE","ADELAIDE"
2012,"HOOVER","LABRADOR RETRIEVER","DESEXED MALE","ADELAIDE"
2012,"HOPPA","GREYHOUND","MALE","ADELAIDE"
2012,"HUGO","DACHSHUND","MALE","ADELAIDE"
2012,"HUGO-HUGGY","SCHNAUZER MINIATURE","MALE","ADELAIDE"
2012,"HUTCHI COOPE-BAKER","SCHNAUZER MINIATURE","MALE","NORTH ADELAIDE"
2012,"IKE","LABRADOR RETRIEVER","DESEXED MALE","NORTH ADELAIDE"
2012,"ILLY","MALTESE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"INDI","LABRADOR RETRIEVER","FEMALE","NORTH ADELAIDE"
2012,"ISABELLA","ROTTWEILER CROSS","DESEXED FEMALE","ADELAIDE"
2012,"ISABELLA","ROTTWEILER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"IVY","BASSET HOUND","DESEXED FEMALE","NORTH ADELAIDE"
2012,"JACK","POODLE MINATURE CROSS","MALE","ADELAIDE"
2012,"JACK","POODLE MINATURE CROSS","MALE","NORTH ADELAIDE"
2012,"JACK","AIREDALE TERRIER","DESEXED MALE","NORTH ADELAIDE"
2012,"JACK","AUSTRALIAN SILKY TERRIER","DESEXED MALE","NORTH ADELAIDE"
2012,"JACK","SHAR PEI","DESEXED MALE","NORTH ADELAIDE"
2012,"JACK","JACK RUSSELL TERRIER","DESEXED MALE","ADELAIDE"
2012,"JACK","JACK RUSSELL TERRIER","DESEXED MALE","NORTH ADELAIDE"
2012,"JACQUI","KING CHARLES SPANIEL","FEMALE","ADELAIDE"
2012,"JAGGER","TENTERFIELD TERRIER","DESEXED MALE","NORTH ADELAIDE"
2012,"JAKE","FOX TERRIER (SMOOTH)","DESEXED MALE","NORTH ADELAIDE"
2012,"JASPER","COCKER SPANIEL CROSS","MALE","NORTH ADELAIDE"
2012,"JASPER","BICHON FRISE","DESEXED MALE","NORTH ADELAIDE"
2012,"JASPER","CHIHUAHUA","DESEXED MALE","ADELAIDE"
2012,"JASPER","CHIHUAHUA","DESEXED MALE","NORTH ADELAIDE"
2012,"JAZ","LABRADOR RETRIEVER","DESEXED MALE","ADELAIDE"
2012,"JAZZ","WEST HIGHLAND WHITE TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2012,"JED","GOLDEN RETRIEVER","MALE","NORTH ADELAIDE"
2012,"JEDD","LABRADOR RETRIEVER","DESEXED MALE","NORTH ADELAIDE"
2012,"JESSE","WEST HIGHLAND WHITE TERRIER CROSS","DESEXED FEMALE","ADELAIDE"
2012,"JESSE","WEST HIGHLAND WHITE TERRIER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"JESSIE","BORDER COLLIE","FEMALE","NORTH ADELAIDE"
2012,"JESSIE","AUSTRALIAN CATTLE DOG","FEMALE","ADELAIDE"
2012,"JESSIE","AUSTRALIAN CATTLE DOG","FEMALE","NORTH ADELAIDE"
2012,"JESSY","POODLE STANDARD CROSS","FEMALE","ADELAIDE"
2012,"JESTER","FOX TERRIER CROSS","DESEXED MALE","ADELAIDE"
2012,"JILLY","FOX TERRIER (SMOOTH)","FEMALE","NORTH ADELAIDE"
2012,"JIMMY","SHIH TZU CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"JOCK","JACK RUSSELL TERRIER","DESEXED MALE","NORTH ADELAIDE"
2012,"JOEY","SCOTTISH TERRIER","MALE","ADELAIDE"
2012,"JOEY","POMERANIAN","DESEXED MALE","NORTH ADELAIDE"
2012,"JUBE","GOLDEN RETRIEVER","MALE","NORTH ADELAIDE"
2012,"KABU","POODLE MINIATURE","FEMALE","ADELAIDE"
2012,"KAHLA","GERMAN SHEPHERD DOG","DESEXED FEMALE","NORTH ADELAIDE"
2012,"KATIE","TERRIER - UNKNOWN","FEMALE","ADELAIDE"
2012,"KENNY","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2012,"KEVIN","BOSTON TERRIER","DESEXED MALE","ADELAIDE"
2012,"KIP","GOLDEN RETRIEVER","DESEXED MALE","ADELAIDE"
2012,"KJ","CHIHUAHUA","DESEXED MALE","ADELAIDE"
2012,"KOOKI","MALTESE CROSS","MALE","ADELAIDE"
2012,"Lassie","POODLE STANDARD CROSS","FEMALE","NORTH ADELAIDE"
2012,"LENNY","CAVALIER KING CHARLES SPANIEL CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"LEO","AUSTRALIAN CATTLE DOG","MALE","NORTH ADELAIDE"
2012,"LEVI","MALTESE CROSS","DESEXED MALE","ADELAIDE"
2012,"LILLI","CAVALIER KING CHARLES SPANIEL","DESEXED FEMALE","ADELAIDE"
2012,"LILLIE","MALTESE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"LILLY","WEST HIGHLAND WHITE TERRIER","DESEXED FEMALE","ADELAIDE"
2012,"LILLY","SOFT COATED WHEATON TERRIER","FEMALE","NORTH ADELAIDE"
2012,"LILLY","AUSTRALIAN SILKY TERRIER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"LILO","CAVALIER KING CHARLES SPANIEL CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"LILY","LHASA APSO CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"LITTLE BEAN","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","ADELAIDE"
2012,"LOBY","AUSTRALIAN KELPIE","DESEXED FEMALE","NORTH ADELAIDE"
2012,"LOIS","MINIATURE PINSCHER","FEMALE","NORTH ADELAIDE"
2012,"LOLA","SOFT COATED WHEATON TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2012,"LOLA","SOFT COATED WHEATON TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2012,"LOLA","POODLE TOY","DESEXED FEMALE","NORTH ADELAIDE"
2012,"LOLLY","COCKER SPANIEL","FEMALE","NORTH ADELAIDE"
2012,"LOTTIE","LABRADOR RETRIEVER","DESEXED FEMALE","NORTH ADELAIDE"
2012,"LOUIE","PUG","DESEXED MALE","ADELAIDE"
2012,"LOUISE","POODLE MINATURE CROSS","FEMALE","NORTH ADELAIDE"
2012,"LUCINDA","JACK RUSSELL TERRIER","FEMALE","NORTH ADELAIDE"
2012,"LUCKY","CROSS BREED UNKNOWN","DESEXED FEMALE","NORTH ADELAIDE"
2012,"LUCY","DACHSHUND","DESEXED FEMALE","NORTH ADELAIDE"
2012,"LUCY","SHIH TZU","DESEXED FEMALE","NORTH ADELAIDE"
2012,"LUCY","GOLDEN RETRIEVER","DESEXED FEMALE","NORTH ADELAIDE"
2012,"LUCY","JACK RUSSELL TERRIER","FEMALE","ADELAIDE"
2012,"LUCY","DACHSHUND CROSS","FEMALE","ADELAIDE"
2012,"LUCY","DACHSHUND CROSS","FEMALE","ADELAIDE"
2012,"LUCY","WELSH CORGIE PEMBROKE","DESEXED FEMALE","NORTH ADELAIDE"
2012,"LUCY LOCKETT","MALTESE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"LUIS","MALTESE","DESEXED MALE","NORTH ADELAIDE"
